2000, 10000, 0, 1.0, 838
2000, 10000, 1, 1.0, 3433
2000, 10000, 2, 1.0, 41
2000, 10000, 3, 1.0, 3571
2000, 10000, 4, 1.0, 5132
2000, 10000, 5, 1.0, 914
2000, 10000, 6, 0.0, 10000
2000, 10000, 7, 1.0, 285
2000, 10000, 8, 1.0, 6076
2000, 10000, 9, 1.0, 576
4000, 20000, 0, 1.0, 834
4000, 20000, 1, 1.0, 588
4000, 20000, 2, 1.0, 5845
4000, 20000, 3, 1.0, 593
4000, 20000, 4, 1.0, 582
4000, 20000, 5, 1.0, 1068
4000, 20000, 6, 1.0, 1016
4000, 20000, 7, 1.0, 2525
4000, 20000, 8, 1.0, 11678
4000, 20000, 9, 1.0, 1463
6000, 30000, 0, 1.0, 244
6000, 30000, 1, 1.0, 1761
6000, 30000, 2, 1.0, 6566
6000, 30000, 3, 0.0, 20000
6000, 30000, 4, 1.0, 8396
6000, 30000, 5, 1.0, 12359
6000, 30000, 6, 1.0, 554
6000, 30000, 7, 1.0, 1337
6000, 30000, 8, 1.0, 198
6000, 30000, 9, 1.0, 486
8000, 40000, 0, 1.0, 9445
8000, 40000, 1, 1.0, 452
8000, 40000, 2, 0.0, 20000
8000, 40000, 3, 1.0, 1177
8000, 40000, 4, 0.0, 20000
8000, 40000, 5, 0.0, 20000
8000, 40000, 6, 1.0, 4361
8000, 40000, 7, 1.0, 1251
8000, 40000, 8, 1.0, 2591
8000, 40000, 9, 1.0, 7242
10000, 50000, 0, 1.0, 1451
10000, 50000, 1, 0.0, 20000
10000, 50000, 2, 0.0, 20000
10000, 50000, 3, 1.0, 8850
10000, 50000, 4, 1.0, 1797
10000, 50000, 5, 1.0, 6720
10000, 50000, 6, 1.0, 4383
10000, 50000, 7, 1.0, 3220
10000, 50000, 8, 1.0, 9421
10000, 50000, 9, 1.0, 1574
12000, 60000, 0, 1.0, 6161
12000, 60000, 1, 1.0, 3147
12000, 60000, 2, 0.0, 20000
12000, 60000, 3, 1.0, 1229
12000, 60000, 4, 0.0, 20000
12000, 60000, 5, 1.0, 726
12000, 60000, 6, 1.0, 933
12000, 60000, 7, 1.0, 16994
12000, 60000, 8, 1.0, 10771
12000, 60000, 9, 0.0, 20000
14000, 70000, 0, 0.0, 20000
14000, 70000, 1, 0.0, 20000
14000, 70000, 2, 1.0, 4374
14000, 70000, 3, 1.0, 6069
14000, 70000, 4, 1.0, 19926
14000, 70000, 5, 0.0, 20000
14000, 70000, 6, 1.0, 8784
14000, 70000, 7, 1.0, 2752
14000, 70000, 8, 1.0, 2315
14000, 70000, 9, 1.0, 4525
16000, 80000, 0, 0.0, 20000
16000, 80000, 1, 1.0, 6897
16000, 80000, 2, 1.0, 12270
16000, 80000, 3, 1.0, 389
16000, 80000, 4, 1.0, 33
16000, 80000, 5, 0.0, 20000
16000, 80000, 6, 1.0, 6866
16000, 80000, 7, 1.0, 17077
16000, 80000, 8, 1.0, 1715
16000, 80000, 9, 0.0, 20000
18000, 90000, 0, 1.0, 5397
18000, 90000, 1, 1.0, 1462
18000, 90000, 2, 1.0, 3431
18000, 90000, 3, 0.0, 20000
18000, 90000, 4, 0.0, 20000
18000, 90000, 5, 0.0, 20000
18000, 90000, 6, 0.0, 20000
18000, 90000, 7, 1.0, 3191
18000, 90000, 8, 0.0, 20000
18000, 90000, 9, 1.0, 4729
20000, 100000, 0, 0.0, 20000
20000, 100000, 1, 0.0, 20000
20000, 100000, 2, 1.0, 7126
20000, 100000, 3, 1.0, 131
20000, 100000, 4, 0.0, 20000
20000, 100000, 5, 1.0, 7296
20000, 100000, 6, 0.0, 20000
20000, 100000, 7, 0.0, 20000
20000, 100000, 8, 0.0, 20000
20000, 100000, 9, 0.0, 20000
