2000, 10000, 0, False, 10000
2000, 10000, 1, False, 10000
2000, 10000, 2, False, 10000
2000, 10000, 3, False, 10000
2000, 10000, 4, False, 10000
2000, 10000, 5, False, 10000
2000, 10000, 6, False, 10000
2000, 10000, 7, False, 10000
2000, 10000, 8, False, 10000
2000, 10000, 9, False, 10000
4000, 20000, 0, False, 20000
4000, 20000, 1, False, 20000
4000, 20000, 2, False, 20000
4000, 20000, 3, False, 20000
4000, 20000, 4, False, 20000
4000, 20000, 5, False, 20000
4000, 20000, 6, False, 20000
4000, 20000, 7, False, 20000
4000, 20000, 8, False, 20000
4000, 20000, 9, False, 20000
6000, 30000, 0, False, 20000
6000, 30000, 1, False, 20000
6000, 30000, 2, False, 20000
6000, 30000, 3, False, 20000
6000, 30000, 4, False, 20000
6000, 30000, 5, False, 20000
6000, 30000, 6, False, 20000
6000, 30000, 7, False, 20000
6000, 30000, 8, False, 20000
6000, 30000, 9, False, 20000
8000, 40000, 0, False, 20000
8000, 40000, 1, False, 20000
8000, 40000, 2, False, 20000
8000, 40000, 3, False, 20000
8000, 40000, 4, False, 20000
8000, 40000, 5, False, 20000
8000, 40000, 6, False, 20000
8000, 40000, 7, False, 20000
8000, 40000, 8, False, 20000
8000, 40000, 9, False, 20000
10000, 50000, 0, False, 20000
10000, 50000, 1, False, 20000
10000, 50000, 2, False, 20000
10000, 50000, 3, False, 20000
10000, 50000, 4, False, 20000
10000, 50000, 5, False, 20000
10000, 50000, 6, False, 20000
10000, 50000, 7, False, 20000
10000, 50000, 8, False, 20000
10000, 50000, 9, False, 20000
12000, 60000, 0, False, 20000
12000, 60000, 1, False, 20000
12000, 60000, 2, False, 20000
12000, 60000, 3, False, 20000
12000, 60000, 4, False, 20000
12000, 60000, 5, False, 20000
12000, 60000, 6, False, 20000
12000, 60000, 7, False, 20000
12000, 60000, 8, False, 20000
12000, 60000, 9, False, 20000
14000, 70000, 0, False, 20000
14000, 70000, 1, False, 20000
14000, 70000, 2, False, 20000
14000, 70000, 3, False, 20000
14000, 70000, 4, False, 20000
14000, 70000, 5, False, 20000
14000, 70000, 6, False, 20000
14000, 70000, 7, False, 20000
14000, 70000, 8, False, 20000
14000, 70000, 9, False, 20000
16000, 80000, 0, False, 20000
16000, 80000, 1, False, 20000
16000, 80000, 2, False, 20000
16000, 80000, 3, False, 20000
16000, 80000, 4, False, 20000
16000, 80000, 5, False, 20000
16000, 80000, 6, False, 20000
16000, 80000, 7, False, 20000
16000, 80000, 8, False, 20000
16000, 80000, 9, False, 20000
18000, 90000, 0, False, 20000
18000, 90000, 1, False, 20000
18000, 90000, 2, False, 20000
18000, 90000, 3, False, 20000
18000, 90000, 4, False, 20000
18000, 90000, 5, False, 20000
18000, 90000, 6, False, 20000
18000, 90000, 7, False, 20000
18000, 90000, 8, False, 20000
18000, 90000, 9, False, 20000
20000, 100000, 0, False, 20000
20000, 100000, 1, False, 20000
20000, 100000, 2, False, 20000
20000, 100000, 3, False, 20000
20000, 100000, 4, False, 20000
20000, 100000, 5, False, 20000
20000, 100000, 6, False, 20000
20000, 100000, 7, False, 20000
20000, 100000, 8, False, 20000
20000, 100000, 9, False, 20000
